LapNumber,TyreLife,Compound,Driver,race,should_pit
45.0,34.0,HARD,RUS,2023 Azerbaijan,1
45.0,45.0,HARD,OCO,2023 Azerbaijan,1
45.0,36.0,HARD,NOR,2023 Azerbaijan,1
45.0,45.0,HARD,HUL,2023 Azerbaijan,1
45.0,37.0,HARD,TSU,2023 Azerbaijan,1
45.0,37.0,HARD,PIA,2023 Azerbaijan,1
45.0,38.0,HARD,ALB,2023 Azerbaijan,1
45.0,35.0,HARD,MAG,2023 Azerbaijan,1
45.0,22.0,HARD,GAS,2023 Azerbaijan,1
45.0,37.0,HARD,SAR,2023 Azerbaijan,1
46.0,35.0,HARD,PER,2023 Azerbaijan,1
46.0,36.0,HARD,VER,2023 Azerbaijan,1
45.0,11.0,MEDIUM,BOT,2023 Azerbaijan,1
46.0,35.0,HARD,LEC,2023 Azerbaijan,1
46.0,35.0,HARD,ALO,2023 Azerbaijan,1
46.0,35.0,HARD,SAI,2023 Azerbaijan,1
46.0,37.0,HARD,HAM,2023 Azerbaijan,1
46.0,38.0,HARD,STR,2023 Azerbaijan,1
46.0,35.0,HARD,RUS,2023 Azerbaijan,1
46.0,46.0,HARD,OCO,2023 Azerbaijan,1
46.0,37.0,HARD,NOR,2023 Azerbaijan,1
46.0,38.0,HARD,TSU,2023 Azerbaijan,1
46.0,46.0,HARD,HUL,2023 Azerbaijan,1
46.0,38.0,HARD,PIA,2023 Azerbaijan,1
46.0,39.0,HARD,ALB,2023 Azerbaijan,1
46.0,36.0,HARD,MAG,2023 Azerbaijan,1
46.0,23.0,HARD,GAS,2023 Azerbaijan,1
46.0,38.0,HARD,SAR,2023 Azerbaijan,1
47.0,36.0,HARD,PER,2023 Azerbaijan,1
47.0,37.0,HARD,VER,2023 Azerbaijan,1
46.0,12.0,MEDIUM,BOT,2023 Azerbaijan,1
47.0,36.0,HARD,LEC,2023 Azerbaijan,1
47.0,36.0,HARD,ALO,2023 Azerbaijan,1
47.0,36.0,HARD,SAI,2023 Azerbaijan,1
47.0,38.0,HARD,HAM,2023 Azerbaijan,1
47.0,39.0,HARD,STR,2023 Azerbaijan,1
47.0,36.0,HARD,RUS,2023 Azerbaijan,1
47.0,47.0,HARD,OCO,2023 Azerbaijan,1
47.0,38.0,HARD,NOR,2023 Azerbaijan,1
47.0,39.0,HARD,TSU,2023 Azerbaijan,1
47.0,47.0,HARD,HUL,2023 Azerbaijan,1
47.0,39.0,HARD,PIA,2023 Azerbaijan,1
47.0,40.0,HARD,ALB,2023 Azerbaijan,1
47.0,37.0,HARD,MAG,2023 Azerbaijan,1
47.0,24.0,HARD,GAS,2023 Azerbaijan,1
47.0,39.0,HARD,SAR,2023 Azerbaijan,1
48.0,37.0,HARD,PER,2023 Azerbaijan,1
48.0,38.0,HARD,VER,2023 Azerbaijan,1
47.0,13.0,MEDIUM,BOT,2023 Azerbaijan,1
48.0,37.0,HARD,LEC,2023 Azerbaijan,1
48.0,37.0,HARD,ALO,2023 Azerbaijan,1
48.0,37.0,HARD,SAI,2023 Azerbaijan,1
48.0,39.0,HARD,HAM,2023 Azerbaijan,1
48.0,40.0,HARD,STR,2023 Azerbaijan,1
48.0,37.0,HARD,RUS,2023 Azerbaijan,1
48.0,48.0,HARD,OCO,2023 Azerbaijan,1
48.0,39.0,HARD,NOR,2023 Azerbaijan,1
48.0,40.0,HARD,TSU,2023 Azerbaijan,1
48.0,40.0,HARD,PIA,2023 Azerbaijan,1
48.0,41.0,HARD,ALB,2023 Azerbaijan,1
48.0,48.0,HARD,HUL,2023 Azerbaijan,1
48.0,38.0,HARD,MAG,2023 Azerbaijan,1
48.0,25.0,HARD,GAS,2023 Azerbaijan,1
48.0,40.0,HARD,SAR,2023 Azerbaijan,1
49.0,38.0,HARD,PER,2023 Azerbaijan,1
49.0,39.0,HARD,VER,2023 Azerbaijan,1
48.0,14.0,MEDIUM,BOT,2023 Azerbaijan,1
49.0,38.0,HARD,LEC,2023 Azerbaijan,1
49.0,38.0,HARD,ALO,2023 Azerbaijan,1
49.0,38.0,HARD,SAI,2023 Azerbaijan,1
49.0,40.0,HARD,HAM,2023 Azerbaijan,1
49.0,41.0,HARD,STR,2023 Azerbaijan,1
49.0,38.0,HARD,RUS,2023 Azerbaijan,1
49.0,49.0,HARD,OCO,2023 Azerbaijan,1
49.0,40.0,HARD,NOR,2023 Azerbaijan,1
49.0,41.0,HARD,TSU,2023 Azerbaijan,1
49.0,41.0,HARD,PIA,2023 Azerbaijan,1
49.0,42.0,HARD,ALB,2023 Azerbaijan,1
49.0,39.0,HARD,MAG,2023 Azerbaijan,1
49.0,26.0,HARD,GAS,2023 Azerbaijan,1
49.0,49.0,HARD,HUL,2023 Azerbaijan,1
49.0,41.0,HARD,SAR,2023 Azerbaijan,1
50.0,39.0,HARD,PER,2023 Azerbaijan,1
50.0,40.0,HARD,VER,2023 Azerbaijan,1
49.0,15.0,MEDIUM,BOT,2023 Azerbaijan,1
50.0,39.0,HARD,LEC,2023 Azerbaijan,1
50.0,39.0,HARD,ALO,2023 Azerbaijan,1
50.0,39.0,HARD,SAI,2023 Azerbaijan,1
50.0,41.0,HARD,HAM,2023 Azerbaijan,1
50.0,42.0,HARD,STR,2023 Azerbaijan,1
50.0,1.0,SOFT,RUS,2023 Azerbaijan,1
50.0,41.0,HARD,NOR,2023 Azerbaijan,1
50.0,50.0,HARD,OCO,2023 Azerbaijan,1
50.0,42.0,HARD,TSU,2023 Azerbaijan,1
50.0,42.0,HARD,PIA,2023 Azerbaijan,1
50.0,43.0,HARD,ALB,2023 Azerbaijan,1
50.0,40.0,HARD,MAG,2023 Azerbaijan,1
50.0,27.0,HARD,GAS,2023 Azerbaijan,1
50.0,42.0,HARD,SAR,2023 Azerbaijan,1
51.0,40.0,HARD,PER,2023 Azerbaijan,1
51.0,41.0,HARD,VER,2023 Azerbaijan,1
50.0,1.0,SOFT,HUL,2023 Azerbaijan,1
50.0,16.0,MEDIUM,BOT,2023 Azerbaijan,1
51.0,40.0,HARD,LEC,2023 Azerbaijan,1
51.0,40.0,HARD,ALO,2023 Azerbaijan,1
51.0,40.0,HARD,SAI,2023 Azerbaijan,1
51.0,42.0,HARD,HAM,2023 Azerbaijan,1
51.0,43.0,HARD,STR,2023 Azerbaijan,1
51.0,2.0,SOFT,RUS,2023 Azerbaijan,1
51.0,42.0,HARD,NOR,2023 Azerbaijan,1
51.0,43.0,HARD,TSU,2023 Azerbaijan,1
51.0,43.0,HARD,PIA,2023 Azerbaijan,1
51.0,44.0,HARD,ALB,2023 Azerbaijan,1
51.0,41.0,HARD,MAG,2023 Azerbaijan,1
51.0,28.0,HARD,GAS,2023 Azerbaijan,1
51.0,1.0,SOFT,OCO,2023 Azerbaijan,1
51.0,43.0,HARD,SAR,2023 Azerbaijan,1
1.0,1.0,MEDIUM,VER,2023 Spain,0
1.0,4.0,SOFT,SAI,2023 Spain,0
1.0,4.0,SOFT,STR,2023 Spain,0
1.0,4.0,SOFT,HAM,2023 Spain,0
1.0,4.0,SOFT,OCO,2023 Spain,0
1.0,4.0,SOFT,ALO,2023 Spain,0
1.0,1.0,SOFT,RUS,2023 Spain,0
1.0,4.0,SOFT,HUL,2023 Spain,0
1.0,1.0,SOFT,ZHO,2023 Spain,0
1.0,3.0,SOFT,PIA,2023 Spain,0
1.0,1.0,MEDIUM,PER,2023 Spain,0
1.0,1.0,SOFT,TSU,2023 Spain,0
1.0,1.0,SOFT,MAG,2023 Spain,0
1.0,3.0,SOFT,NOR,2023 Spain,0
1.0,4.0,SOFT,GAS,2023 Spain,0
1.0,1.0,SOFT,DEV,2023 Spain,0
1.0,1.0,SOFT,ALB,2023 Spain,0
1.0,1.0,SOFT,BOT,2023 Spain,0
1.0,1.0,MEDIUM,SAR,2023 Spain,0
1.0,1.0,HARD,LEC,2023 Spain,0
2.0,2.0,MEDIUM,VER,2023 Spain,0
2.0,5.0,SOFT,SAI,2023 Spain,0
2.0,5.0,SOFT,STR,2023 Spain,0
2.0,5.0,SOFT,HAM,2023 Spain,0
2.0,5.0,SOFT,OCO,2023 Spain,0
2.0,5.0,SOFT,ALO,2023 Spain,0
2.0,2.0,SOFT,RUS,2023 Spain,0
2.0,5.0,SOFT,HUL,2023 Spain,0
2.0,2.0,SOFT,ZHO,2023 Spain,0
2.0,2.0,MEDIUM,PER,2023 Spain,0
2.0,4.0,SOFT,PIA,2023 Spain,0
2.0,2.0,SOFT,TSU,2023 Spain,0
2.0,2.0,SOFT,MAG,2023 Spain,0
2.0,5.0,SOFT,GAS,2023 Spain,0
2.0,2.0,SOFT,DEV,2023 Spain,0
2.0,2.0,SOFT,ALB,2023 Spain,0
2.0,2.0,SOFT,BOT,2023 Spain,0
2.0,2.0,MEDIUM,SAR,2023 Spain,0
2.0,2.0,HARD,LEC,2023 Spain,0
2.0,1.0,HARD,NOR,2023 Spain,0
3.0,3.0,MEDIUM,VER,2023 Spain,0
3.0,6.0,SOFT,SAI,2023 Spain,0
3.0,6.0,SOFT,STR,2023 Spain,0
3.0,6.0,SOFT,HAM,2023 Spain,0
3.0,6.0,SOFT,OCO,2023 Spain,0
3.0,6.0,SOFT,ALO,2023 Spain,0
3.0,3.0,SOFT,RUS,2023 Spain,0
3.0,6.0,SOFT,HUL,2023 Spain,0
3.0,3.0,SOFT,ZHO,2023 Spain,0
3.0,3.0,MEDIUM,PER,2023 Spain,0
3.0,3.0,SOFT,TSU,2023 Spain,0
3.0,5.0,SOFT,PIA,2023 Spain,0
3.0,3.0,SOFT,MAG,2023 Spain,0
3.0,6.0,SOFT,GAS,2023 Spain,0
3.0,3.0,SOFT,DEV,2023 Spain,0
3.0,3.0,SOFT,ALB,2023 Spain,0
3.0,3.0,SOFT,BOT,2023 Spain,0
3.0,3.0,MEDIUM,SAR,2023 Spain,0
3.0,3.0,HARD,LEC,2023 Spain,0
3.0,2.0,HARD,NOR,2023 Spain,0
4.0,4.0,MEDIUM,VER,2023 Spain,0
4.0,7.0,SOFT,SAI,2023 Spain,0
4.0,7.0,SOFT,STR,2023 Spain,0
4.0,7.0,SOFT,HAM,2023 Spain,0
4.0,7.0,SOFT,OCO,2023 Spain,0
4.0,7.0,SOFT,ALO,2023 Spain,0
4.0,4.0,SOFT,RUS,2023 Spain,0
4.0,7.0,SOFT,HUL,2023 Spain,0
4.0,4.0,SOFT,ZHO,2023 Spain,0
4.0,4.0,MEDIUM,PER,2023 Spain,0
4.0,4.0,SOFT,TSU,2023 Spain,0
4.0,6.0,SOFT,PIA,2023 Spain,0
4.0,4.0,SOFT,MAG,2023 Spain,0
4.0,7.0,SOFT,GAS,2023 Spain,0
4.0,4.0,SOFT,DEV,2023 Spain,0
4.0,4.0,SOFT,ALB,2023 Spain,0
4.0,4.0,SOFT,BOT,2023 Spain,0
4.0,4.0,HARD,LEC,2023 Spain,0
4.0,4.0,MEDIUM,SAR,2023 Spain,0
4.0,3.0,HARD,NOR,2023 Spain,0
5.0,5.0,MEDIUM,VER,2023 Spain,0
5.0,8.0,SOFT,SAI,2023 Spain,0
5.0,8.0,SOFT,STR,2023 Spain,0
5.0,8.0,SOFT,HAM,2023 Spain,0
5.0,8.0,SOFT,OCO,2023 Spain,0
5.0,8.0,SOFT,ALO,2023 Spain,0
5.0,5.0,SOFT,RUS,2023 Spain,0
5.0,5.0,SOFT,ZHO,2023 Spain,0
5.0,8.0,SOFT,HUL,2023 Spain,0
5.0,5.0,MEDIUM,PER,2023 Spain,0
5.0,5.0,SOFT,TSU,2023 Spain,0
5.0,7.0,SOFT,PIA,2023 Spain,0
5.0,5.0,SOFT,MAG,2023 Spain,0
5.0,8.0,SOFT,GAS,2023 Spain,0
5.0,5.0,SOFT,DEV,2023 Spain,0
5.0,5.0,SOFT,ALB,2023 Spain,0
5.0,5.0,HARD,LEC,2023 Spain,0
5.0,5.0,MEDIUM,SAR,2023 Spain,0
5.0,5.0,SOFT,BOT,2023 Spain,0
5.0,4.0,HARD,NOR,2023 Spain,0
6.0,6.0,MEDIUM,VER,2023 Spain,0
6.0,9.0,SOFT,SAI,2023 Spain,0
6.0,9.0,SOFT,STR,2023 Spain,0
6.0,9.0,SOFT,HAM,2023 Spain,0
6.0,9.0,SOFT,OCO,2023 Spain,0
6.0,9.0,SOFT,ALO,2023 Spain,0
6.0,6.0,SOFT,RUS,2023 Spain,0
6.0,6.0,SOFT,ZHO,2023 Spain,0
6.0,6.0,MEDIUM,PER,2023 Spain,0
6.0,9.0,SOFT,HUL,2023 Spain,0
6.0,6.0,SOFT,TSU,2023 Spain,0
6.0,8.0,SOFT,PIA,2023 Spain,0
6.0,6.0,SOFT,MAG,2023 Spain,0
6.0,9.0,SOFT,GAS,2023 Spain,0
6.0,6.0,SOFT,DEV,2023 Spain,0
6.0,6.0,SOFT,ALB,2023 Spain,0
6.0,6.0,HARD,LEC,2023 Spain,0
6.0,6.0,MEDIUM,SAR,2023 Spain,0
6.0,1.0,HARD,BOT,2023 Spain,0
6.0,5.0,HARD,NOR,2023 Spain,0
7.0,7.0,MEDIUM,VER,2023 Spain,0
7.0,10.0,SOFT,SAI,2023 Spain,0
7.0,10.0,SOFT,STR,2023 Spain,0
7.0,10.0,SOFT,HAM,2023 Spain,0
7.0,10.0,SOFT,OCO,2023 Spain,0
7.0,7.0,SOFT,RUS,2023 Spain,0
7.0,10.0,SOFT,ALO,2023 Spain,0
7.0,7.0,SOFT,ZHO,2023 Spain,0
7.0,7.0,MEDIUM,PER,2023 Spain,0
7.0,7.0,SOFT,TSU,2023 Spain,0
7.0,10.0,SOFT,HUL,2023 Spain,0
7.0,9.0,SOFT,PIA,2023 Spain,0
7.0,7.0,SOFT,MAG,2023 Spain,0
7.0,10.0,SOFT,GAS,2023 Spain,0
7.0,7.0,SOFT,DEV,2023 Spain,0
7.0,7.0,HARD,LEC,2023 Spain,0
7.0,7.0,SOFT,ALB,2023 Spain,0
7.0,7.0,MEDIUM,SAR,2023 Spain,0
7.0,2.0,HARD,BOT,2023 Spain,0
7.0,6.0,HARD,NOR,2023 Spain,0
8.0,8.0,MEDIUM,VER,2023 Spain,0
8.0,11.0,SOFT,SAI,2023 Spain,0
8.0,11.0,SOFT,HAM,2023 Spain,0
8.0,11.0,SOFT,STR,2023 Spain,0
8.0,11.0,SOFT,OCO,2023 Spain,0
8.0,8.0,SOFT,RUS,2023 Spain,0
8.0,11.0,SOFT,ALO,2023 Spain,0
8.0,8.0,SOFT,ZHO,2023 Spain,0
8.0,8.0,MEDIUM,PER,2023 Spain,0
8.0,8.0,SOFT,TSU,2023 Spain,0
8.0,10.0,SOFT,PIA,2023 Spain,0
8.0,8.0,SOFT,MAG,2023 Spain,0
8.0,11.0,SOFT,GAS,2023 Spain,0
8.0,8.0,SOFT,DEV,2023 Spain,0
8.0,8.0,HARD,LEC,2023 Spain,0
8.0,8.0,SOFT,ALB,2023 Spain,0
8.0,11.0,SOFT,HUL,2023 Spain,0
8.0,8.0,MEDIUM,SAR,2023 Spain,0
8.0,3.0,HARD,BOT,2023 Spain,0
8.0,7.0,HARD,NOR,2023 Spain,0
9.0,9.0,MEDIUM,VER,2023 Spain,0
9.0,12.0,SOFT,SAI,2023 Spain,0
9.0,12.0,SOFT,HAM,2023 Spain,0
9.0,12.0,SOFT,STR,2023 Spain,0
9.0,12.0,SOFT,OCO,2023 Spain,0
9.0,9.0,SOFT,RUS,2023 Spain,0
9.0,12.0,SOFT,ALO,2023 Spain,0
9.0,9.0,MEDIUM,PER,2023 Spain,0
9.0,9.0,SOFT,TSU,2023 Spain,0
9.0,11.0,SOFT,PIA,2023 Spain,0
9.0,9.0,SOFT,ZHO,2023 Spain,0
9.0,9.0,SOFT,MAG,2023 Spain,0
9.0,12.0,SOFT,GAS,2023 Spain,0
9.0,9.0,HARD,LEC,2023 Spain,0
9.0,9.0,SOFT,ALB,2023 Spain,0
9.0,9.0,SOFT,DEV,2023 Spain,0
9.0,9.0,MEDIUM,SAR,2023 Spain,0
9.0,4.0,HARD,BOT,2023 Spain,0
9.0,1.0,MEDIUM,HUL,2023 Spain,0
9.0,8.0,HARD,NOR,2023 Spain,0
10.0,10.0,MEDIUM,VER,2023 Spain,0
10.0,13.0,SOFT,SAI,2023 Spain,0
10.0,13.0,SOFT,HAM,2023 Spain,0
10.0,13.0,SOFT,STR,2023 Spain,0
10.0,13.0,SOFT,OCO,2023 Spain,0
10.0,10.0,SOFT,RUS,2023 Spain,0
10.0,13.0,SOFT,ALO,2023 Spain,0
10.0,10.0,MEDIUM,PER,2023 Spain,0
10.0,12.0,SOFT,PIA,2023 Spain,0
10.0,10.0,SOFT,TSU,2023 Spain,0
10.0,13.0,SOFT,GAS,2023 Spain,0
10.0,10.0,HARD,LEC,2023 Spain,0
10.0,10.0,SOFT,ALB,2023 Spain,0
10.0,10.0,SOFT,MAG,2023 Spain,0
10.0,10.0,MEDIUM,SAR,2023 Spain,0
10.0,1.0,HARD,ZHO,2023 Spain,0
10.0,2.0,MEDIUM,HUL,2023 Spain,0
10.0,5.0,HARD,BOT,2023 Spain,0
10.0,1.0,HARD,DEV,2023 Spain,0
10.0,9.0,HARD,NOR,2023 Spain,0
11.0,11.0,MEDIUM,VER,2023 Spain,0
11.0,14.0,SOFT,SAI,2023 Spain,0
11.0,14.0,SOFT,HAM,2023 Spain,0
11.0,14.0,SOFT,STR,2023 Spain,0
11.0,11.0,SOFT,RUS,2023 Spain,0
11.0,14.0,SOFT,OCO,2023 Spain,0
11.0,14.0,SOFT,ALO,2023 Spain,0
11.0,11.0,MEDIUM,PER,2023 Spain,0
11.0,13.0,SOFT,PIA,2023 Spain,0
11.0,14.0,SOFT,GAS,2023 Spain,0
11.0,11.0,HARD,LEC,2023 Spain,0
11.0,11.0,SOFT,ALB,2023 Spain,0
11.0,11.0,MEDIUM,SAR,2023 Spain,0
11.0,3.0,MEDIUM,HUL,2023 Spain,0
11.0,2.0,HARD,ZHO,2023 Spain,0
11.0,1.0,HARD,TSU,2023 Spain,0
11.0,6.0,HARD,BOT,2023 Spain,0
11.0,2.0,HARD,DEV,2023 Spain,0
11.0,1.0,MEDIUM,MAG,2023 Spain,0
11.0,10.0,HARD,NOR,2023 Spain,0
12.0,12.0,MEDIUM,VER,2023 Spain,0
12.0,15.0,SOFT,SAI,2023 Spain,0
12.0,15.0,SOFT,HAM,2023 Spain,0
12.0,15.0,SOFT,STR,2023 Spain,0
12.0,12.0,SOFT,RUS,2023 Spain,0
12.0,15.0,SOFT,OCO,2023 Spain,0
12.0,15.0,SOFT,ALO,2023 Spain,0
12.0,12.0,MEDIUM,PER,2023 Spain,0
12.0,14.0,SOFT,PIA,2023 Spain,0
12.0,15.0,SOFT,GAS,2023 Spain,0
12.0,12.0,HARD,LEC,2023 Spain,0
12.0,12.0,SOFT,ALB,2023 Spain,0
12.0,12.0,MEDIUM,SAR,2023 Spain,0
12.0,4.0,MEDIUM,HUL,2023 Spain,0
12.0,3.0,HARD,ZHO,2023 Spain,0
12.0,2.0,HARD,TSU,2023 Spain,0
12.0,7.0,HARD,BOT,2023 Spain,0
12.0,2.0,MEDIUM,MAG,2023 Spain,0
12.0,3.0,HARD,DEV,2023 Spain,0
12.0,11.0,HARD,NOR,2023 Spain,0
13.0,13.0,MEDIUM,VER,2023 Spain,0
13.0,16.0,SOFT,SAI,2023 Spain,0
13.0,16.0,SOFT,HAM,2023 Spain,0
13.0,16.0,SOFT,STR,2023 Spain,0
13.0,13.0,SOFT,RUS,2023 Spain,0
13.0,16.0,SOFT,ALO,2023 Spain,0
13.0,13.0,MEDIUM,PER,2023 Spain,0
13.0,16.0,SOFT,OCO,2023 Spain,0
13.0,15.0,SOFT,PIA,2023 Spain,0
13.0,16.0,SOFT,GAS,2023 Spain,0
13.0,13.0,HARD,LEC,2023 Spain,0
13.0,13.0,SOFT,ALB,2023 Spain,0
13.0,13.0,MEDIUM,SAR,2023 Spain,0
13.0,5.0,MEDIUM,HUL,2023 Spain,0
13.0,4.0,HARD,ZHO,2023 Spain,0
13.0,3.0,HARD,TSU,2023 Spain,0
13.0,8.0,HARD,BOT,2023 Spain,0
13.0,3.0,MEDIUM,MAG,2023 Spain,0
13.0,4.0,HARD,DEV,2023 Spain,0
13.0,12.0,HARD,NOR,2023 Spain,0
14.0,14.0,MEDIUM,VER,2023 Spain,0
14.0,17.0,SOFT,SAI,2023 Spain,0
14.0,17.0,SOFT,HAM,2023 Spain,0
14.0,14.0,SOFT,RUS,2023 Spain,0
14.0,17.0,SOFT,STR,2023 Spain,0
14.0,17.0,SOFT,ALO,2023 Spain,0
14.0,14.0,MEDIUM,PER,2023 Spain,0
14.0,16.0,SOFT,PIA,2023 Spain,0
14.0,17.0,SOFT,GAS,2023 Spain,0
14.0,14.0,HARD,LEC,2023 Spain,0
14.0,14.0,SOFT,ALB,2023 Spain,0
14.0,14.0,MEDIUM,SAR,2023 Spain,0
14.0,1.0,MEDIUM,OCO,2023 Spain,0
14.0,6.0,MEDIUM,HUL,2023 Spain,0
14.0,4.0,HARD,TSU,2023 Spain,0
14.0,5.0,HARD,ZHO,2023 Spain,0
14.0,4.0,MEDIUM,MAG,2023 Spain,0
14.0,9.0,HARD,BOT,2023 Spain,0
14.0,5.0,HARD,DEV,2023 Spain,0
14.0,13.0,HARD,NOR,2023 Spain,0
15.0,15.0,MEDIUM,VER,2023 Spain,0
15.0,18.0,SOFT,HAM,2023 Spain,0
15.0,18.0,SOFT,SAI,2023 Spain,0
15.0,15.0,SOFT,RUS,2023 Spain,0
15.0,18.0,SOFT,ALO,2023 Spain,0
15.0,15.0,MEDIUM,PER,2023 Spain,0
15.0,17.0,SOFT,PIA,2023 Spain,0
15.0,18.0,SOFT,GAS,2023 Spain,0
15.0,15.0,HARD,LEC,2023 Spain,0
15.0,15.0,SOFT,ALB,2023 Spain,0
15.0,4.0,SOFT,STR,2023 Spain,0
15.0,15.0,MEDIUM,SAR,2023 Spain,0
15.0,2.0,MEDIUM,OCO,2023 Spain,0
15.0,5.0,HARD,TSU,2023 Spain,0
15.0,7.0,MEDIUM,HUL,2023 Spain,0
15.0,6.0,HARD,ZHO,2023 Spain,0
15.0,5.0,MEDIUM,MAG,2023 Spain,0
15.0,6.0,HARD,DEV,2023 Spain,0
15.0,10.0,HARD,BOT,2023 Spain,0
15.0,14.0,HARD,NOR,2023 Spain,0
16.0,16.0,MEDIUM,VER,2023 Spain,0
16.0,19.0,SOFT,HAM,2023 Spain,1
16.0,16.0,SOFT,RUS,2023 Spain,0
16.0,19.0,SOFT,ALO,2023 Spain,1
16.0,16.0,MEDIUM,PER,2023 Spain,0
16.0,18.0,SOFT,PIA,2023 Spain,0
16.0,19.0,SOFT,GAS,2023 Spain,1
16.0,1.0,MEDIUM,SAI,2023 Spain,0
16.0,16.0,HARD,LEC,2023 Spain,0
16.0,5.0,SOFT,STR,2023 Spain,0
16.0,3.0,MEDIUM,OCO,2023 Spain,0
16.0,16.0,MEDIUM,SAR,2023 Spain,0
16.0,6.0,HARD,TSU,2023 Spain,0
16.0,16.0,SOFT,ALB,2023 Spain,0
16.0,7.0,HARD,ZHO,2023 Spain,0
16.0,8.0,MEDIUM,HUL,2023 Spain,0
16.0,6.0,MEDIUM,MAG,2023 Spain,0
16.0,7.0,HARD,DEV,2023 Spain,0
16.0,11.0,HARD,BOT,2023 Spain,0
16.0,15.0,HARD,NOR,2023 Spain,0
17.0,17.0,MEDIUM,VER,2023 Spain,0
17.0,20.0,SOFT,HAM,2023 Spain,1
17.0,17.0,SOFT,RUS,2023 Spain,0
17.0,20.0,SOFT,ALO,2023 Spain,1
17.0,17.0,MEDIUM,PER,2023 Spain,0
17.0,20.0,SOFT,GAS,2023 Spain,1
17.0,2.0,MEDIUM,SAI,2023 Spain,0
17.0,19.0,SOFT,PIA,2023 Spain,1
17.0,6.0,SOFT,STR,2023 Spain,0
17.0,4.0,MEDIUM,OCO,2023 Spain,0
17.0,7.0,HARD,TSU,2023 Spain,0
17.0,8.0,HARD,ZHO,2023 Spain,0
17.0,9.0,MEDIUM,HUL,2023 Spain,0
17.0,17.0,MEDIUM,SAR,2023 Spain,0
17.0,7.0,MEDIUM,MAG,2023 Spain,0
17.0,8.0,HARD,DEV,2023 Spain,0
17.0,12.0,HARD,BOT,2023 Spain,0
17.0,1.0,SOFT,LEC,2023 Spain,0
17.0,16.0,HARD,NOR,2023 Spain,0
17.0,1.0,HARD,ALB,2023 Spain,0
18.0,18.0,MEDIUM,VER,2023 Spain,0
18.0,21.0,SOFT,HAM,2023 Spain,1
18.0,18.0,SOFT,RUS,2023 Spain,0
18.0,21.0,SOFT,ALO,2023 Spain,1
18.0,18.0,MEDIUM,PER,2023 Spain,0
18.0,21.0,SOFT,GAS,2023 Spain,1
18.0,3.0,MEDIUM,SAI,2023 Spain,0
18.0,7.0,SOFT,STR,2023 Spain,0
18.0,5.0,MEDIUM,OCO,2023 Spain,0
18.0,8.0,HARD,TSU,2023 Spain,0
18.0,9.0,HARD,ZHO,2023 Spain,0
18.0,10.0,MEDIUM,HUL,2023 Spain,0
18.0,8.0,MEDIUM,MAG,2023 Spain,0
18.0,9.0,HARD,DEV,2023 Spain,0
18.0,1.0,HARD,PIA,2023 Spain,0
18.0,13.0,HARD,BOT,2023 Spain,0
18.0,2.0,SOFT,LEC,2023 Spain,0
18.0,17.0,HARD,NOR,2023 Spain,0
18.0,2.0,HARD,ALB,2023 Spain,0
18.0,1.0,HARD,SAR,2023 Spain,0
19.0,19.0,MEDIUM,VER,2023 Spain,1
19.0,22.0,SOFT,HAM,2023 Spain,1
19.0,19.0,SOFT,RUS,2023 Spain,1
19.0,19.0,MEDIUM,PER,2023 Spain,1
19.0,22.0,SOFT,ALO,2023 Spain,1
19.0,4.0,MEDIUM,SAI,2023 Spain,0
19.0,22.0,SOFT,GAS,2023 Spain,1
19.0,8.0,SOFT,STR,2023 Spain,0
19.0,6.0,MEDIUM,OCO,2023 Spain,0
19.0,9.0,HARD,TSU,2023 Spain,0
19.0,10.0,HARD,ZHO,2023 Spain,0
19.0,11.0,MEDIUM,HUL,2023 Spain,0
19.0,2.0,HARD,PIA,2023 Spain,0
19.0,9.0,MEDIUM,MAG,2023 Spain,0
19.0,10.0,HARD,DEV,2023 Spain,0
19.0,14.0,HARD,BOT,2023 Spain,0
19.0,3.0,SOFT,LEC,2023 Spain,0
19.0,18.0,HARD,NOR,2023 Spain,0
19.0,3.0,HARD,ALB,2023 Spain,0
19.0,2.0,HARD,SAR,2023 Spain,0
20.0,20.0,MEDIUM,VER,2023 Spain,1
20.0,23.0,SOFT,HAM,2023 Spain,1
20.0,20.0,SOFT,RUS,2023 Spain,1
20.0,20.0,MEDIUM,PER,2023 Spain,1
20.0,5.0,MEDIUM,SAI,2023 Spain,0
20.0,9.0,SOFT,STR,2023 Spain,0
20.0,7.0,MEDIUM,OCO,2023 Spain,0
20.0,10.0,HARD,TSU,2023 Spain,0
20.0,11.0,HARD,ZHO,2023 Spain,0
20.0,4.0,SOFT,ALO,2023 Spain,0
20.0,12.0,MEDIUM,HUL,2023 Spain,0
20.0,3.0,HARD,PIA,2023 Spain,0
20.0,10.0,MEDIUM,MAG,2023 Spain,0
20.0,11.0,HARD,DEV,2023 Spain,0
20.0,4.0,SOFT,LEC,2023 Spain,0
20.0,1.0,MEDIUM,GAS,2023 Spain,0
20.0,15.0,HARD,BOT,2023 Spain,0
20.0,19.0,HARD,NOR,2023 Spain,1
20.0,4.0,HARD,ALB,2023 Spain,0
20.0,3.0,HARD,SAR,2023 Spain,0
21.0,21.0,MEDIUM,VER,2023 Spain,1
21.0,24.0,SOFT,HAM,2023 Spain,1
21.0,21.0,SOFT,RUS,2023 Spain,1
21.0,21.0,MEDIUM,PER,2023 Spain,1
