Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,race,AirTemp,TrackTemp
0 days 01:04:42.716000,SAI,55,0 days 00:01:57.901000,1.0,1.0,,,,0 days 00:00:51.528000,0 days 00:00:30.520000,,0 days 01:04:12.363000,0 days 01:04:42.863000,316.0,191.0,211.0,295.0,False,SOFT,1.0,True,Ferrari,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,5.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:43.085000,ALO,14,0 days 00:01:58.270000,1.0,1.0,,,,0 days 00:00:51.170000,0 days 00:00:30.448000,,0 days 01:04:12.769000,0 days 01:04:43.254000,318.0,192.0,213.0,300.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,6.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:43.647000,NOR,4,0 days 00:01:58.832000,1.0,1.0,,,,0 days 00:00:51.511000,0 days 00:00:30.585000,,0 days 01:04:13.238000,0 days 01:04:43.816000,320.0,191.0,211.0,294.0,False,MEDIUM,1.0,True,McLaren,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,7.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:44.370000,TSU,22,0 days 00:01:59.555000,1.0,1.0,,,,0 days 00:00:51.926000,0 days 00:00:30.484000,,0 days 01:04:14.035000,0 days 01:04:44.519000,311.0,189.0,208.0,295.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,8.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:44.911000,STR,18,0 days 00:02:00.096000,1.0,1.0,,,,0 days 00:00:51.884000,0 days 00:00:30.668000,,0 days 01:04:14.426000,0 days 01:04:45.082000,320.0,191.0,204.0,292.0,False,MEDIUM,1.0,True,Aston Martin,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,9.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:45.174000,ALB,23,0 days 00:02:00.359000,1.0,1.0,,,,0 days 00:00:51.925000,0 days 00:00:30.497000,,0 days 01:04:14.832000,0 days 01:04:45.347000,327.0,188.0,216.0,284.0,False,SOFT,1.0,True,Williams,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,10.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:45.624000,RUS,63,0 days 00:02:00.809000,1.0,1.0,,,,0 days 00:00:52.141000,0 days 00:00:30.584000,,0 days 01:04:15.145000,0 days 01:04:45.707000,315.0,191.0,213.0,280.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,11.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:45.978000,BOT,77,0 days 00:02:01.163000,1.0,1.0,,,,0 days 00:00:52.017000,0 days 00:00:30.518000,,0 days 01:04:15.551000,0 days 01:04:46.097000,325.0,193.0,213.0,272.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,12.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:46.702000,OCO,31,0 days 00:02:01.887000,1.0,1.0,,,,0 days 00:00:51.868000,0 days 00:00:30.867000,,0 days 01:04:15.957000,0 days 01:04:46.722000,319.0,192.0,210.0,263.0,False,SOFT,1.0,True,Alpine,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,13.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:46.736000,ZHO,24,0 days 00:02:01.921000,1.0,1.0,,,,0 days 00:00:52.342000,0 days 00:00:30.465000,,0 days 01:04:16.410000,0 days 01:04:46.894000,327.0,194.0,210.0,264.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,14.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:47.187000,SAR,2,0 days 00:02:02.372000,1.0,1.0,,,,0 days 00:00:52.166000,0 days 00:00:30.417000,,0 days 01:04:16.910000,0 days 01:04:47.363000,327.0,189.0,213.0,253.0,False,SOFT,1.0,True,Williams,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,15.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:47.664000,GAS,10,0 days 00:02:02.849000,1.0,1.0,,,,0 days 00:00:51.767000,0 days 00:00:30.530000,,0 days 01:04:17.285000,0 days 01:04:47.800000,314.0,189.0,214.0,237.0,False,SOFT,1.0,True,Alpine,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,16.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:48.085000,HUL,27,0 days 00:02:03.270000,1.0,1.0,0 days 01:02:58.098000,,,0 days 00:00:52.068000,0 days 00:00:30,,0 days 01:04:18.238000,0 days 01:04:48.144000,315.0,193.0,214.0,276.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,17.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:48.645000,MAG,20,0 days 00:02:03.830000,1.0,1.0,,,,0 days 00:00:52.064000,0 days 00:00:30.931000,,0 days 01:04:17.848000,0 days 01:04:48.753000,313.0,192.0,212.0,232.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,18.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:04:48.990000,RIC,3,0 days 00:02:04.175000,1.0,1.0,,,,0 days 00:00:52.378000,0 days 00:00:30.372000,,0 days 01:04:18.707000,0 days 01:04:49.175000,263.0,188.0,215.0,223.0,False,SOFT,1.0,True,AlphaTauri,0 days 01:02:44.614000,2023-07-30 13:03:45.833,1,19.0,False,,False,False,2023 Belgium,18.0,28.6
0 days 01:06:30.276000,PER,11,0 days 00:01:52.166000,2.0,1.0,,,0 days 00:00:32.557000,0 days 00:00:49.364000,0 days 00:00:30.245000,0 days 01:05:10.697000,0 days 01:06:00.061000,0 days 01:06:30.306000,301.0,192.0,212.0,300.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:04:38.110000,2023-07-30 13:05:39.329,12,1.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:32.238000,LEC,16,0 days 00:01:52.839000,2.0,1.0,,,0 days 00:00:32.285000,0 days 00:00:50.121000,0 days 00:00:30.433000,0 days 01:05:11.792000,0 days 01:06:01.913000,0 days 01:06:32.346000,303.0,191.0,209.0,304.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:39.399000,2023-07-30 13:05:40.618,12,2.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:33.045000,HAM,44,0 days 00:01:53.020000,2.0,1.0,,,0 days 00:00:32.201000,0 days 00:00:50.548000,0 days 00:00:30.271000,0 days 01:05:12.286000,0 days 01:06:02.834000,0 days 01:06:33.105000,307.0,190.0,211.0,308.0,True,SOFT,2.0,True,Mercedes,0 days 01:04:40.025000,2023-07-30 13:05:41.244,12,3.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:33.577000,VER,1,0 days 00:01:53.103000,2.0,1.0,,,0 days 00:00:32.291000,0 days 00:00:50.712000,0 days 00:00:30.100000,0 days 01:05:12.795000,0 days 01:06:03.507000,0 days 01:06:33.607000,302.0,194.0,211.0,307.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:04:40.474000,2023-07-30 13:05:41.693,12,4.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:36.963000,SAI,55,0 days 00:01:54.247000,2.0,1.0,,,0 days 00:00:32.321000,0 days 00:00:51.281000,0 days 00:00:30.645000,0 days 01:05:15.109000,0 days 01:06:06.390000,0 days 01:06:37.035000,309.0,188.0,209.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:42.716000,2023-07-30 13:05:43.935,12,5.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:37.428000,ALO,14,0 days 00:01:54.343000,2.0,1.0,,,0 days 00:00:32.467000,0 days 00:00:51.378000,0 days 00:00:30.498000,0 days 01:05:15.621000,0 days 01:06:06.999000,0 days 01:06:37.497000,303.0,187.0,212.0,308.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:04:43.085000,2023-07-30 13:05:44.304,12,6.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:38.568000,NOR,4,0 days 00:01:54.921000,2.0,1.0,,,0 days 00:00:32.806000,0 days 00:00:51.336000,0 days 00:00:30.779000,0 days 01:05:16.453000,0 days 01:06:07.789000,0 days 01:06:38.568000,299.0,190.0,208.0,302.0,True,MEDIUM,2.0,True,McLaren,0 days 01:04:43.647000,2023-07-30 13:05:44.866,12,7.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:39.080000,TSU,22,0 days 00:01:54.710000,2.0,1.0,,,0 days 00:00:32.238000,0 days 00:00:52.024000,0 days 00:00:30.448000,0 days 01:05:16.653000,0 days 01:06:08.677000,0 days 01:06:39.125000,303.0,188.0,209.0,308.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 01:04:44.370000,2023-07-30 13:05:45.589,12,8.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:39.995000,ALB,23,0 days 00:01:54.821000,2.0,1.0,,,0 days 00:00:32.142000,0 days 00:00:52.359000,0 days 00:00:30.320000,0 days 01:05:17.378000,0 days 01:06:09.737000,0 days 01:06:40.057000,325.0,186.0,210.0,307.0,True,SOFT,2.0,True,Williams,0 days 01:04:45.174000,2023-07-30 13:05:46.393,12,9.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:40.530000,STR,18,0 days 00:01:55.619000,2.0,1.0,,,0 days 00:00:32.662000,0 days 00:00:52.509000,0 days 00:00:30.448000,0 days 01:05:17.638000,0 days 01:06:10.147000,0 days 01:06:40.595000,305.0,186.0,211.0,307.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:04:44.911000,2023-07-30 13:05:46.130,12,10.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:40.831000,RUS,63,0 days 00:01:55.207000,2.0,1.0,,,0 days 00:00:32.287000,0 days 00:00:52.545000,0 days 00:00:30.375000,0 days 01:05:17.946000,0 days 01:06:10.491000,0 days 01:06:40.866000,300.0,185.0,213.0,309.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:04:45.624000,2023-07-30 13:05:46.843,12,11.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:41.586000,BOT,77,0 days 00:01:55.608000,2.0,1.0,,,0 days 00:00:32.417000,0 days 00:00:52.697000,0 days 00:00:30.494000,0 days 01:05:18.438000,0 days 01:06:11.135000,0 days 01:06:41.629000,314.0,192.0,211.0,312.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:04:45.978000,2023-07-30 13:05:47.197,12,12.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:42.123000,OCO,31,0 days 00:01:55.421000,2.0,1.0,,,0 days 00:00:32.179000,0 days 00:00:52.680000,0 days 00:00:30.562000,0 days 01:05:18.901000,0 days 01:06:11.581000,0 days 01:06:42.143000,323.0,188.0,212.0,312.0,True,SOFT,2.0,True,Alpine,0 days 01:04:46.702000,2023-07-30 13:05:47.921,12,13.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:42.665000,ZHO,24,0 days 00:01:55.929000,2.0,1.0,,,0 days 00:00:32.086000,0 days 00:00:53.161000,0 days 00:00:30.682000,0 days 01:05:18.840000,0 days 01:06:12.001000,0 days 01:06:42.683000,332.0,187.0,210.0,316.0,True,SOFT,2.0,True,Alfa Romeo,0 days 01:04:46.736000,2023-07-30 13:05:47.955,12,14.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:43.172000,SAR,2,0 days 00:01:55.985000,2.0,1.0,,,0 days 00:00:31.987000,0 days 00:00:53.206000,0 days 00:00:30.792000,0 days 01:05:19.218000,0 days 01:06:12.424000,0 days 01:06:43.216000,322.0,189.0,209.0,318.0,True,SOFT,2.0,True,Williams,0 days 01:04:47.187000,2023-07-30 13:05:48.406,12,15.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:43.679000,GAS,10,0 days 00:01:56.015000,2.0,1.0,,,0 days 00:00:32.027000,0 days 00:00:53.017000,0 days 00:00:30.971000,0 days 01:05:19.723000,0 days 01:06:12.740000,0 days 01:06:43.711000,330.0,186.0,211.0,316.0,True,SOFT,2.0,True,Alpine,0 days 01:04:47.664000,2023-07-30 13:05:48.883,12,16.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:43.828000,HUL,27,0 days 00:01:55.743000,2.0,1.0,,,0 days 00:00:32.008000,0 days 00:00:53.029000,0 days 00:00:30.706000,0 days 01:05:20.152000,0 days 01:06:13.181000,0 days 01:06:43.887000,,187.0,209.0,316.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 01:04:48.085000,2023-07-30 13:05:49.304,12,17.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:44.237000,MAG,20,0 days 00:01:55.592000,2.0,1.0,,,0 days 00:00:32.210000,0 days 00:00:52.910000,0 days 00:00:30.472000,0 days 01:05:20.909000,0 days 01:06:13.819000,0 days 01:06:44.291000,315.0,189.0,210.0,314.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:04:48.645000,2023-07-30 13:05:49.864,12,18.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:06:45,RIC,3,0 days 00:01:56.010000,2.0,1.0,,,0 days 00:00:32.328000,0 days 00:00:53.146000,0 days 00:00:30.536000,0 days 01:05:21.363000,0 days 01:06:14.509000,0 days 01:06:45.045000,317.0,187.0,208.0,310.0,True,SOFT,2.0,True,AlphaTauri,0 days 01:04:48.990000,2023-07-30 13:05:50.209,12,19.0,False,,False,True,2023 Belgium,18.0,29.0
0 days 01:08:22.429000,PER,11,0 days 00:01:52.153000,3.0,1.0,,,0 days 00:00:32.702000,0 days 00:00:49.068000,0 days 00:00:30.383000,0 days 01:07:03.008000,0 days 01:07:52.076000,0 days 01:08:22.459000,300.0,189.0,210.0,,True,SOFT,3.0,True,Red Bull Racing,0 days 01:06:30.276000,2023-07-30 13:07:31.495,21,1.0,False,,False,True,2023 Belgium,18.1,29.4
0 days 01:08:24.530000,LEC,16,0 days 00:01:52.292000,3.0,1.0,,,0 days 00:00:32.498000,0 days 00:00:49.541000,0 days 00:00:30.253000,0 days 01:07:04.844000,0 days 01:07:54.385000,0 days 01:08:24.638000,305.0,189.0,208.0,303.0,True,SOFT,3.0,True,Ferrari,0 days 01:06:32.238000,2023-07-30 13:07:33.457,21,2.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:25.499000,HAM,44,0 days 00:01:52.454000,3.0,1.0,,,0 days 00:00:32.132000,0 days 00:00:49.997000,0 days 00:00:30.325000,0 days 01:07:05.237000,0 days 01:07:55.234000,0 days 01:08:25.559000,324.0,185.0,211.0,306.0,True,SOFT,3.0,True,Mercedes,0 days 01:06:33.045000,2023-07-30 13:07:34.264,21,3.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:25.854000,VER,1,0 days 00:01:52.277000,3.0,1.0,,,0 days 00:00:31.758000,0 days 00:00:50.325000,0 days 00:00:30.194000,0 days 01:07:05.365000,0 days 01:07:55.690000,0 days 01:08:25.884000,323.0,184.0,213.0,,True,SOFT,3.0,True,Red Bull Racing,0 days 01:06:33.577000,2023-07-30 13:07:34.796,21,4.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:31.681000,SAI,55,0 days 00:01:54.718000,3.0,1.0,,,0 days 00:00:32.395000,0 days 00:00:51.429000,0 days 00:00:30.894000,0 days 01:07:09.430000,0 days 01:08:00.859000,0 days 01:08:31.753000,310.0,183.0,208.0,306.0,False,SOFT,3.0,True,Ferrari,0 days 01:06:36.963000,2023-07-30 13:07:38.182,21,5.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:32.013000,ALO,14,0 days 00:01:54.585000,3.0,1.0,,,0 days 00:00:32.288000,0 days 00:00:51.534000,0 days 00:00:30.763000,0 days 01:07:09.785000,0 days 01:08:01.319000,0 days 01:08:32.082000,323.0,186.0,213.0,305.0,False,MEDIUM,3.0,True,Aston Martin,0 days 01:06:37.428000,2023-07-30 13:07:38.647,21,6.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:32.854000,TSU,22,0 days 00:01:53.774000,3.0,1.0,,,0 days 00:00:31.984000,0 days 00:00:51.060000,0 days 00:00:30.730000,0 days 01:07:11.109000,0 days 01:08:02.169000,0 days 01:08:32.899000,330.0,184.0,208.0,310.0,True,MEDIUM,3.0,True,AlphaTauri,0 days 01:06:39.080000,2023-07-30 13:07:40.299,21,7.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:33.285000,NOR,4,0 days 00:01:54.717000,3.0,1.0,,,0 days 00:00:32.886000,0 days 00:00:51.087000,0 days 00:00:30.744000,0 days 01:07:11.454000,0 days 01:08:02.541000,0 days 01:08:33.285000,307.0,183.0,211.0,298.0,True,MEDIUM,3.0,True,McLaren,0 days 01:06:38.568000,2023-07-30 13:07:39.787,21,8.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:33.902000,ALB,23,0 days 00:01:53.907000,3.0,1.0,,,0 days 00:00:31.733000,0 days 00:00:51.751000,0 days 00:00:30.423000,0 days 01:07:11.790000,0 days 01:08:03.541000,0 days 01:08:33.964000,324.0,183.0,209.0,311.0,True,SOFT,3.0,True,Williams,0 days 01:06:39.995000,2023-07-30 13:07:41.214,21,9.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:34.507000,STR,18,0 days 00:01:53.977000,3.0,1.0,,,0 days 00:00:32.076000,0 days 00:00:51.366000,0 days 00:00:30.535000,0 days 01:07:12.671000,0 days 01:08:04.037000,0 days 01:08:34.572000,337.0,181.0,211.0,304.0,True,MEDIUM,3.0,True,Aston Martin,0 days 01:06:40.530000,2023-07-30 13:07:41.749,21,10.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:34.981000,RUS,63,0 days 00:01:54.150000,3.0,1.0,,,0 days 00:00:31.853000,0 days 00:00:51.852000,0 days 00:00:30.445000,0 days 01:07:12.719000,0 days 01:08:04.571000,0 days 01:08:35.016000,346.0,182.0,211.0,308.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:06:40.831000,2023-07-30 13:07:42.050,21,11.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:35.883000,OCO,31,0 days 00:01:53.760000,3.0,1.0,,,0 days 00:00:31.626000,0 days 00:00:51.483000,0 days 00:00:30.651000,0 days 01:07:13.769000,0 days 01:08:05.252000,0 days 01:08:35.903000,347.0,183.0,210.0,311.0,True,SOFT,3.0,True,Alpine,0 days 01:06:42.123000,2023-07-30 13:07:43.342,21,12.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:36.420000,BOT,77,0 days 00:01:54.834000,3.0,1.0,,,0 days 00:00:32.175000,0 days 00:00:52.002000,0 days 00:00:30.657000,0 days 01:07:13.804000,0 days 01:08:05.806000,0 days 01:08:36.463000,328.0,181.0,211.0,307.0,True,SOFT,3.0,True,Alfa Romeo,0 days 01:06:41.586000,2023-07-30 13:07:42.805,21,13.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:37.314000,SAR,2,0 days 00:01:54.142000,3.0,1.0,,,0 days 00:00:31.528000,0 days 00:00:52,0 days 00:00:30.614000,0 days 01:07:14.744000,0 days 01:08:06.744000,0 days 01:08:37.358000,349.0,181.0,210.0,320.0,True,SOFT,3.0,True,Williams,0 days 01:06:43.172000,2023-07-30 13:07:44.391,21,14.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:37.863000,ZHO,24,0 days 00:01:55.198000,3.0,1.0,,,0 days 00:00:32.326000,0 days 00:00:52.345000,0 days 00:00:30.527000,0 days 01:07:15.009000,0 days 01:08:07.354000,0 days 01:08:37.881000,320.0,182.0,212.0,310.0,True,SOFT,3.0,True,Alfa Romeo,0 days 01:06:42.665000,2023-07-30 13:07:43.884,21,15.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:38.493000,GAS,10,0 days 00:01:54.814000,3.0,1.0,,,0 days 00:00:32.021000,0 days 00:00:52.011000,0 days 00:00:30.782000,0 days 01:07:15.732000,0 days 01:08:07.743000,0 days 01:08:38.525000,342.0,182.0,210.0,311.0,True,SOFT,3.0,True,Alpine,0 days 01:06:43.679000,2023-07-30 13:07:44.898,21,16.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:39.004000,HUL,27,0 days 00:01:55.176000,3.0,1.0,,,0 days 00:00:31.872000,0 days 00:00:52.546000,0 days 00:00:30.758000,0 days 01:07:15.759000,0 days 01:08:08.305000,0 days 01:08:39.063000,343.0,180.0,212.0,310.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 01:06:43.828000,2023-07-30 13:07:45.047,21,17.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:39.640000,MAG,20,0 days 00:01:55.403000,3.0,1.0,,,0 days 00:00:31.800000,0 days 00:00:52.796000,0 days 00:00:30.807000,0 days 01:07:16.091000,0 days 01:08:08.887000,0 days 01:08:39.694000,342.0,180.0,209.0,,True,SOFT,3.0,True,Haas F1 Team,0 days 01:06:44.237000,2023-07-30 13:07:45.456,21,18.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:08:40.204000,RIC,3,0 days 00:01:55.204000,3.0,1.0,,,0 days 00:00:32.166000,0 days 00:00:52.142000,0 days 00:00:30.896000,0 days 01:07:17.211000,0 days 01:08:09.353000,0 days 01:08:40.249000,333.0,181.0,208.0,309.0,True,SOFT,3.0,True,AlphaTauri,0 days 01:06:45,2023-07-30 13:07:46.219,21,19.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:10:14.765000,PER,11,0 days 00:01:52.336000,4.0,1.0,,,0 days 00:00:32.894000,0 days 00:00:49.117000,0 days 00:00:30.325000,0 days 01:08:55.353000,0 days 01:09:44.470000,0 days 01:10:14.795000,299.0,192.0,210.0,293.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:08:22.429000,2023-07-30 13:09:23.648,1,1.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:10:17.009000,LEC,16,0 days 00:01:52.479000,4.0,1.0,,,0 days 00:00:32.526000,0 days 00:00:49.676000,0 days 00:00:30.277000,0 days 01:08:57.164000,0 days 01:09:46.840000,0 days 01:10:17.117000,,189.0,209.0,304.0,False,SOFT,4.0,True,Ferrari,0 days 01:08:24.530000,2023-07-30 13:09:25.749,1,2.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:10:18.005000,HAM,44,0 days 00:01:52.506000,4.0,1.0,,,0 days 00:00:31.921000,0 days 00:00:50.337000,0 days 00:00:30.248000,0 days 01:08:57.480000,0 days 01:09:47.817000,0 days 01:10:18.065000,322.0,185.0,210.0,308.0,False,SOFT,4.0,True,Mercedes,0 days 01:08:25.499000,2023-07-30 13:09:26.718,1,3.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:10:18.643000,VER,1,0 days 00:01:52.789000,4.0,1.0,,,0 days 00:00:31.881000,0 days 00:00:50.599000,0 days 00:00:30.309000,0 days 01:08:57.765000,0 days 01:09:48.364000,0 days 01:10:18.673000,325.0,187.0,212.0,308.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:08:25.854000,2023-07-30 13:09:27.073,1,4.0,False,,False,True,2023 Belgium,18.1,30.1
0 days 01:10:25.408000,ALO,14,0 days 00:01:53.395000,4.0,1.0,,,0 days 00:00:32.119000,0 days 00:00:50.729000,0 days 00:00:30.547000,0 days 01:09:04.201000,0 days 01:09:54.930000,0 days 01:10:25.477000,334.0,187.0,208.0,308.0,True,MEDIUM,4.0,True,Aston Martin,0 days 01:08:32.013000,2023-07-30 13:09:33.232,1,5.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:27.926000,SAI,55,0 days 00:01:56.245000,4.0,1.0,,,0 days 00:00:32.495000,0 days 00:00:52.930000,0 days 00:00:30.820000,0 days 01:09:04.248000,0 days 01:09:57.178000,0 days 01:10:27.998000,,185.0,206.0,307.0,False,SOFT,4.0,True,Ferrari,0 days 01:08:31.681000,2023-07-30 13:09:32.900,1,6.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:28.291000,TSU,22,0 days 00:01:55.437000,4.0,1.0,,,0 days 00:00:32.218000,0 days 00:00:52.555000,0 days 00:00:30.664000,0 days 01:09:05.117000,0 days 01:09:57.672000,0 days 01:10:28.336000,318.0,189.0,207.0,309.0,False,MEDIUM,4.0,True,AlphaTauri,0 days 01:08:32.854000,2023-07-30 13:09:34.073,1,7.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:28.906000,ALB,23,0 days 00:01:55.004000,4.0,1.0,,,0 days 00:00:31.698000,0 days 00:00:52.560000,0 days 00:00:30.746000,0 days 01:09:05.662000,0 days 01:09:58.222000,0 days 01:10:28.968000,338.0,179.0,208.0,318.0,False,SOFT,4.0,True,Williams,0 days 01:08:33.902000,2023-07-30 13:09:35.121,1,8.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:29.565000,STR,18,0 days 00:01:55.058000,4.0,1.0,,,0 days 00:00:32.185000,0 days 00:00:52.247000,0 days 00:00:30.626000,0 days 01:09:06.757000,0 days 01:09:59.004000,0 days 01:10:29.630000,335.0,184.0,207.0,306.0,False,MEDIUM,4.0,True,Aston Martin,0 days 01:08:34.507000,2023-07-30 13:09:35.726,1,9.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:29.946000,NOR,4,0 days 00:01:56.661000,4.0,1.0,,,0 days 00:00:32.619000,0 days 00:00:52.636000,0 days 00:00:31.406000,0 days 01:09:05.904000,0 days 01:09:58.540000,0 days 01:10:29.946000,321.0,182.0,206.0,303.0,False,MEDIUM,4.0,True,McLaren,0 days 01:08:33.285000,2023-07-30 13:09:34.504,1,10.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:30.143000,RUS,63,0 days 00:01:55.162000,4.0,1.0,,,0 days 00:00:32.167000,0 days 00:00:52.178000,0 days 00:00:30.817000,0 days 01:09:07.183000,0 days 01:09:59.361000,0 days 01:10:30.178000,321.0,182.0,211.0,307.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:08:34.981000,2023-07-30 13:09:36.200,1,11.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:30.850000,OCO,31,0 days 00:01:54.967000,4.0,1.0,,,0 days 00:00:32.047000,0 days 00:00:51.900000,0 days 00:00:31.020000,0 days 01:09:07.950000,0 days 01:09:59.850000,0 days 01:10:30.870000,323.0,185.0,208.0,310.0,False,SOFT,4.0,True,Alpine,0 days 01:08:35.883000,2023-07-30 13:09:37.102,1,12.0,False,,False,True,2023 Belgium,18.1,30.4
0 days 01:10:31.466000,SAR,2,0 days 00:01:54.152000,4.0,1.0,,,0 days 00:00:31.429000,0 days 00:00:52.020000,0 days 00:00:30.703000,0 days 01:09:08.787000,0 days 01:10:00.807000,0 days 01:10:31.510000,353.0,182.0,209.0,317.0,False,SOFT,4.0,True,Williams,0 days 01:08:37.314000,2023-07-30 13:09:38.533,1,13.0,False,,False,True,2023 Belgium,18.1,30.4
